674
>
   8.966639	 54.536167
   8.958333	 54.540333
   8.955000	 54.540333
   8.953333	 54.541194
   8.951639	 54.541194
   8.947417	 54.543306
   8.947417	 54.544083
   8.945750	 54.544944
   8.945750	 54.545806
   8.944972	 54.546194
   8.943306	 54.546194
   8.941639	 54.547000
   8.939972	 54.547000
   8.937500	 54.548306
   8.937500	 54.549111
   8.935750	 54.549917
   8.935722	 54.550778
   8.934944	 54.551222
   8.929944	 54.551222
   8.929167	 54.551611
   8.929139	 54.554972
   8.927472	 54.555778
   8.927472	 54.558306
   8.926583	 54.558694
   8.920000	 54.558694
   8.918333	 54.557889
   8.913333	 54.560333
   8.910000	 54.560333
   8.909111	 54.560778
   8.909111	 54.563250
   8.908306	 54.563694
   8.906639	 54.563694
   8.904972	 54.562833
   8.903306	 54.562833
   8.902417	 54.563250
   8.902417	 54.565806
   8.899167	 54.567472
   8.899167	 54.568306
   8.897389	 54.569111
   8.897500	 54.569917
   8.895833	 54.570778
   8.895833	 54.571611
   8.900833	 54.574139
   8.900833	 54.574944
   8.899167	 54.575806
   8.899139	 54.576583
   8.897472	 54.577444
   8.897472	 54.578306
   8.893250	 54.580361
   8.891667	 54.580361
   8.890778	 54.580806
   8.890778	 54.582472
   8.890000	 54.582861
   8.888333	 54.582861
   8.885778	 54.584111
   8.885778	 54.584972
   8.890778	 54.587500
   8.890778	 54.588278
   8.889111	 54.589083
   8.889083	 54.589944
   8.888306	 54.590389
   8.886639	 54.590389
   8.885861	 54.590778
   8.885833	 54.594111
   8.884944	 54.594556
   8.881611	 54.594556
   8.880833	 54.594944
   8.880806	 54.598250
   8.879139	 54.599111
   8.879139	 54.600778
   8.876667	 54.602028
   8.874917	 54.602028
   8.869889	 54.599500
   8.861639	 54.599500
   8.859972	 54.600361
   8.858306	 54.599500
   8.854944	 54.599556
   8.853306	 54.598694
   8.848278	 54.598694
   8.846611	 54.597889
   8.843278	 54.599528
   8.841583	 54.599528
   8.840028	 54.598722
   8.835000	 54.598722
   8.834139	 54.599111
   8.834111	 54.599972
   8.832444	 54.600778
   8.832444	 54.601639
   8.831667	 54.602028
   8.829972	 54.602028
   8.828306	 54.601167
   8.826639	 54.601167
   8.825861	 54.600750
   8.825861	 54.599972
   8.824111	 54.599111
   8.824111	 54.598250
   8.822444	 54.597444
   8.822444	 54.596639
   8.820000	 54.595333
   8.818306	 54.595333
   8.816639	 54.596194
   8.814972	 54.596167
   8.810833	 54.598278
   8.810833	 54.599083
   8.809167	 54.599944
   8.809139	 54.604167
   8.811694	 54.605361
   8.814944	 54.603722
   8.816611	 54.603722
   8.819944	 54.605389
   8.823278	 54.605389
   8.824944	 54.606194
   8.828306	 54.606194
   8.829972	 54.607056
   8.831639	 54.607056
   8.832417	 54.607444
   8.830833	 54.608306
   8.834167	 54.609972
   8.834167	 54.611611
   8.838306	 54.613667
   8.839972	 54.613667
   8.841639	 54.614528
   8.843306	 54.614528
   8.845861	 54.615806
   8.845861	 54.618306
   8.842500	 54.619972
   8.844167	 54.620806
   8.839944	 54.622861
   8.838250	 54.622000
   8.836694	 54.622861
   8.835000	 54.622861
   8.834139	 54.623250
   8.834111	 54.625778
   8.832528	 54.626639
   8.832528	 54.631639
   8.829056	 54.633306
   8.829167	 54.634139
   8.830833	 54.634944
   8.830833	 54.636611
   8.827472	 54.638250
   8.827472	 54.639111
   8.825806	 54.639972
   8.825778	 54.646639
   8.823306	 54.647833
   8.821639	 54.647833
   8.819167	 54.649083
   8.819139	 54.651611
   8.817472	 54.652444
   8.817472	 54.654111
   8.814111	 54.655750
   8.814111	 54.656611
   8.812417	 54.657472
   8.814111	 54.658278
   8.811639	 54.659583
   8.809972	 54.659583
   8.806694	 54.661167
   8.803250	 54.661222
   8.801667	 54.662028
   8.800000	 54.662028
   8.796639	 54.663722
   8.794972	 54.663722
   8.793306	 54.664583
   8.791639	 54.664556
   8.789944	 54.665361
   8.788361	 54.665361
   8.786583	 54.666222
   8.784917	 54.666222
   8.783333	 54.667056
   8.781667	 54.667056
   8.768333	 54.673722
   8.766667	 54.673722
   8.755806	 54.679111
   8.755806	 54.680750
   8.754111	 54.681611
   8.754111	 54.682472
   8.752528	 54.683278
   8.752500	 54.687444
   8.750833	 54.688278
   8.750806	 54.691667
   8.749111	 54.692444
   8.749167	 54.702444
   8.750833	 54.703306
   8.750806	 54.706611
   8.752472	 54.707472
   8.752472	 54.709972
   8.750778	 54.710833
   8.750778	 54.711639
   8.749972	 54.712028
   8.748306	 54.712028
   8.746639	 54.711222
   8.743278	 54.712861
   8.741694	 54.712056
   8.739139	 54.713250
   8.739139	 54.714111
   8.736667	 54.715361
   8.733306	 54.715417
   8.731639	 54.716222
   8.729944	 54.716194
   8.727472	 54.717444
   8.727472	 54.718306
   8.725778	 54.719167
   8.725778	 54.719972
   8.723306	 54.721222
   8.719972	 54.721194
   8.718278	 54.722056
   8.715028	 54.722056
   8.714139	 54.721583
   8.714083	 54.685806
   8.717444	 54.684111
   8.715778	 54.683306
   8.715806	 54.681639
   8.714139	 54.680778
   8.714139	 54.679944
   8.712472	 54.679139
   8.712472	 54.678278
   8.710806	 54.677472
   8.710833	 54.674167
   8.708278	 54.672889
   8.706583	 54.672889
   8.705028	 54.673750
   8.703250	 54.672889
   8.701583	 54.672889
   8.700000	 54.672028
   8.698333	 54.672861
   8.696667	 54.672861
   8.695000	 54.672056
   8.686611	 54.672056
   8.684944	 54.672889
   8.681694	 54.672889
   8.679917	 54.672028
   8.678250	 54.672028
   8.676694	 54.671222
   8.675000	 54.671222
   8.670806	 54.669083
   8.670806	 54.667500
   8.669139	 54.666639
   8.669139	 54.664972
   8.667444	 54.664111
   8.667500	 54.662472
   8.669167	 54.661611
   8.669083	 54.659944
   8.667417	 54.659083
   8.667444	 54.657444
   8.665778	 54.656639
   8.665778	 54.655778
   8.664111	 54.654972
   8.664111	 54.654111
   8.662444	 54.653333
   8.664139	 54.652472
   8.662472	 54.651611
   8.662472	 54.649944
   8.660806	 54.649139
   8.662500	 54.648306
   8.660833	 54.647444
   8.660750	 54.646639
   8.659083	 54.645778
   8.659083	 54.644111
   8.656639	 54.642861
   8.654972	 54.642861
   8.651639	 54.641250
   8.649972	 54.641250
   8.648306	 54.640389
   8.644944	 54.640361
   8.643278	 54.639556
   8.639944	 54.639556
   8.638278	 54.638694
   8.633250	 54.638694
   8.629917	 54.637083
   8.628250	 54.637083
   8.626583	 54.636194
   8.623333	 54.636194
   8.621667	 54.637056
   8.618333	 54.635389
   8.616667	 54.635389
   8.614889	 54.634528
   8.606639	 54.634556
   8.604944	 54.633750
   8.601639	 54.633722
   8.596583	 54.636222
   8.595000	 54.636222
   8.593250	 54.635361
   8.588333	 54.635389
   8.584111	 54.633333
   8.584139	 54.632472
   8.583250	 54.632028
   8.580000	 54.632056
   8.579111	 54.631611
   8.579139	 54.630806
   8.578250	 54.630389
   8.576583	 54.630389
   8.569917	 54.627000
   8.563333	 54.627028
   8.562444	 54.626639
   8.562472	 54.625778
   8.560000	 54.624583
   8.558250	 54.624556
   8.556583	 54.623694
   8.555000	 54.623694
   8.554139	 54.623306
   8.554139	 54.621639
   8.553278	 54.621222
   8.550028	 54.621222
   8.549139	 54.620778
   8.549139	 54.619972
   8.548278	 54.619556
   8.544917	 54.619556
   8.544139	 54.619944
   8.544111	 54.620806
   8.542444	 54.621583
   8.542444	 54.622444
   8.541639	 54.622917
   8.539972	 54.622889
   8.536611	 54.624556
   8.534944	 54.624528
   8.533250	 54.625389
   8.531667	 54.625389
   8.529111	 54.626639
   8.529083	 54.628278
   8.527500	 54.629139
   8.529083	 54.629944
   8.529056	 54.631639
   8.532472	 54.633306
   8.532472	 54.634111
   8.533333	 54.634500
   8.534917	 54.634528
   8.536611	 54.633722
   8.537472	 54.634139
   8.537472	 54.635778
   8.539139	 54.636639
   8.539111	 54.637444
   8.539889	 54.637861
   8.561639	 54.637861
   8.563306	 54.638750
   8.564972	 54.638750
   8.566639	 54.639556
   8.568306	 54.639556
   8.569972	 54.640361
   8.576667	 54.640389
   8.578222	 54.641194
   8.586611	 54.641222
   8.588250	 54.642083
   8.591611	 54.642028
   8.593278	 54.642889
   8.596611	 54.642833
   8.598278	 54.643694
   8.601639	 54.643722
   8.603278	 54.644528
   8.606639	 54.644528
   8.608306	 54.645389
   8.609972	 54.645389
   8.611639	 54.646194
   8.614972	 54.646222
   8.616556	 54.647028
   8.618333	 54.647028
   8.620000	 54.647889
   8.621556	 54.647889
   8.623333	 54.648694
   8.630028	 54.648722
   8.631583	 54.649583
   8.633250	 54.649528
   8.634917	 54.650389
   8.636583	 54.650389
   8.642472	 54.653250
   8.642472	 54.654111
   8.644139	 54.654972
   8.644139	 54.655778
   8.651583	 54.659556
   8.654917	 54.659583
   8.659139	 54.661639
   8.659111	 54.663306
   8.660778	 54.664111
   8.660778	 54.665806
   8.662444	 54.666611
   8.662417	 54.668333
   8.664083	 54.669139
   8.664083	 54.669917
   8.665750	 54.670778
   8.665833	 54.672444
   8.667500	 54.673306
   8.667500	 54.674167
   8.669944	 54.675361
   8.673306	 54.675389
   8.674972	 54.676250
   8.680000	 54.676194
   8.681667	 54.677056
   8.686694	 54.677000
   8.688250	 54.677861
   8.691694	 54.677889
   8.692472	 54.678278
   8.692472	 54.679139
   8.695806	 54.680806
   8.695806	 54.681667
   8.699139	 54.683306
   8.699139	 54.684111
   8.700806	 54.684917
   8.700806	 54.685778
   8.701694	 54.686250
   8.703250	 54.686250
   8.704917	 54.687056
   8.706694	 54.687056
   8.707472	 54.687444
   8.707417	 54.724139
   8.706639	 54.724528
   8.698250	 54.724583
   8.696667	 54.725361
   8.693306	 54.725361
   8.692528	 54.725806
   8.692500	 54.726611
   8.690833	 54.727472
   8.690806	 54.729972
   8.692472	 54.730778
   8.692472	 54.731639
   8.701611	 54.736222
   8.704972	 54.736222
   8.706639	 54.737028
   8.710000	 54.737056
   8.712444	 54.738306
   8.712528	 54.739972
   8.707472	 54.742472
   8.707417	 54.749944
   8.705750	 54.750778
   8.705833	 54.753306
   8.704139	 54.754083
   8.704139	 54.755806
   8.697500	 54.759167
   8.697500	 54.759944
   8.695806	 54.760806
   8.695806	 54.773306
   8.692444	 54.774944
   8.692417	 54.776611
   8.690750	 54.777444
   8.690833	 54.779972
   8.687444	 54.781611
   8.687444	 54.782472
   8.685861	 54.783278
   8.685861	 54.784972
   8.682472	 54.786611
   8.682472	 54.788278
   8.680778	 54.789139
   8.680778	 54.790778
   8.676611	 54.792889
   8.673333	 54.792889
   8.671667	 54.793722
   8.666611	 54.793722
   8.664944	 54.794556
   8.661583	 54.794556
   8.659889	 54.795361
   8.658306	 54.795389
   8.657389	 54.795806
   8.657472	 54.800833
   8.655778	 54.801611
   8.655778	 54.804139
   8.654083	 54.804972
   8.654139	 54.806639
   8.652472	 54.807472
   8.652444	 54.809944
   8.650778	 54.810778
   8.650750	 54.812444
   8.649056	 54.813306
   8.649056	 54.814944
   8.647472	 54.815806
   8.647472	 54.816611
   8.645778	 54.817444
   8.645778	 54.818306
   8.644167	 54.819111
   8.644167	 54.819944
   8.640000	 54.822056
   8.638306	 54.822056
   8.637417	 54.822444
   8.637417	 54.823306
   8.622417	 54.830778
   8.622417	 54.831583
   8.615750	 54.834944
   8.615861	 54.835806
   8.612472	 54.837500
   8.612472	 54.838306
   8.607500	 54.840778
   8.607472	 54.843306
   8.605778	 54.844139
   8.605778	 54.844944
   8.607444	 54.845750
   8.607444	 54.855806
   8.609139	 54.856667
   8.609139	 54.865778
   8.610806	 54.866639
   8.609111	 54.867444
   8.610806	 54.868306
   8.610833	 54.874972
   8.612500	 54.875778
   8.612472	 54.879944
   8.610778	 54.880806
   8.610778	 54.881667
   8.605000	 54.884556
   8.583306	 54.884528
   8.581639	 54.883667
   8.563222	 54.883722
   8.561667	 54.882861
   8.544944	 54.882861
   8.543250	 54.882056
   8.528306	 54.882056
   8.526639	 54.881194
   8.510000	 54.881167
   8.506556	 54.879556
   8.504972	 54.879556
   8.503306	 54.878694
   8.501639	 54.878694
   8.496611	 54.876222
   8.494917	 54.876222
   8.489917	 54.873722
   8.488222	 54.873722
   8.486667	 54.872861
   8.484972	 54.872861
   8.479944	 54.870389
   8.478278	 54.870389
   8.475833	 54.869167
   8.475722	 54.868306
   8.470833	 54.865778
   8.470833	 54.864972
   8.469944	 54.864528
   8.468278	 54.864500
   8.464917	 54.862833
   8.463333	 54.862833
   8.456667	 54.859556
   8.453306	 54.859528
   8.451611	 54.858667
   8.445000	 54.858694
   8.440778	 54.856639
   8.440778	 54.855833
   8.440000	 54.855361
   8.438306	 54.855361
   8.436639	 54.854556
   8.426667	 54.854556
   8.425778	 54.854111
   8.425806	 54.850806
   8.424139	 54.849917
   8.424167	 54.849139
   8.423278	 54.848722
   8.421583	 54.848722
   8.418250	 54.847056
   8.411639	 54.847028
   8.409944	 54.847861
   8.404889	 54.847833
   8.403306	 54.848694
   8.401611	 54.848667
   8.396639	 54.851222
   8.394944	 54.851222
   8.394167	 54.851611
   8.394139	 54.852472
   8.391667	 54.853722
   8.389972	 54.853694
   8.383306	 54.857028
   8.381611	 54.857028
   8.378333	 54.858722
   8.376639	 54.858722
   8.374139	 54.859944
   8.374139	 54.860806
